名称,区域,板块,房型,朝向,面积(平米),价格(元/月),单位面积价格(元/平米/月)
东亚印象台湖,通州,通州其它,2室1厅,南/北,71.0,3600,50
东领鉴筑,朝阳,定福庄,2室1厅,南/北,52.5,7300,139
远洋自然,丰台,大红门,1室0厅,东,55.0,5300,96
万福家园,通州,北关,1室1厅,南,55.0,3000,54
东南小区,海淀,中关村,2室1厅,南,64.5,8200,127
鑫兆雅园北区,丰台,刘家窑,2室1厅,南/北,76.5,7900,103
星源国际,朝阳,望京,1室0厅,东,53.0,6000,113
世嘉光织谷西区,怀柔,怀柔,2室2厅,南/北,46.5,2600,55
东亚印象台湖,通州,通州其它,2室1厅,南/北,71.0,3600,50
骚子营,海淀,颐和园,2室1厅,南/北,36.0,6800,188
翠微中里,海淀,公主坟,1室1厅,西南,25.0,5300,212
亮甲店小区,海淀,定慧寺,3室2厅,南/北,84.5,9000,106
裕祺隆园,海淀,马连洼,3室2厅,南/北,79.5,14000,176
新华联国际,海淀,公主坟,2房间,南,19.0,11500,605
郦城果岭,海淀,四季青,3室2厅,南/北,66.5,12000,180
万德嘉园二区,海淀,西北旺,2室1厅,南,40.0,7500,187
晨月园,海淀,世纪城,2室1厅,东南,41.0,8700,212
蜂鸟家园,海淀,万柳,1室0厅,北,59.5,6500,109
盈都大厦,海淀,知春路,1室1厅,北,53.0,18126,342
金隅瑞和园,海淀,玉泉路,2室1厅,南,37.0,6200,167
橙色年代,海淀,六里桥,1室1厅,东,35.5,6000,169
北洼西里,海淀,紫竹桥,1室1厅,南,55.5,6400,115
皂君东里,海淀,皂君庙,2室1厅,南/北,28.0,7800,278
汉荣家园,海淀,知春路,4室2厅,东南,122.0,18000,147
兰园,海淀,马连洼,2室1厅,南/北,34.0,7000,205
金澳国际,海淀,马甸,1室0厅,西,27.5,6700,243
葛洲坝北京紫郡兰园,海淀,海淀北部新区,3室1厅,南/北,44.5,7000,157
玉兰园,海淀,马甸,1室1厅,南/北,21.5,5800,269
中海枫涟山庄,海淀,西北旺,3室2厅,南/北,61.5,12000,195
牡丹园西里,海淀,牡丹园,2室1厅,西南,49.0,8000,163
知本时代,海淀,西三旗,2室1厅,东南,70.0,7200,102
钢铁研究院,海淀,白石桥,1室1厅,南,22.5,7000,311
学院派,海淀,小西天,2室1厅,西,87.0,10800,124
首创悦榕汇,海淀,海淀北部新区,2室1厅,东,40.5,7200,177
永泰园,海淀,清河,1室1厅,南,22.5,5100,226
永定路25号院,海淀,五棵松,2室1厅,南/北,39.0,8000,205
汤泉逸墅,海淀,四季青,4室2厅,南/北,117.5,26000,221
逸成东苑,海淀,学院路,1室1厅,东南,27.5,6500,236
冠城大通百旺府,海淀,海淀北部新区,3室2厅,南/北,59.5,10000,168
白云观,西城,木樨地,2室1厅,南,25.0,6000,240
恒华国际商务中心,西城,月坛,2室1厅,北,47.5,8500,178
信恒大厦,西城,牛街,2室1厅,南/北,53.5,12000,224
远见名苑,西城,广安门,1室0厅,北,72.0,5500,76
荣丰2008,西城,广安门,3室2厅,东南,78.0,17000,217
京铁和园,西城,广安门,1室0厅,西,43.5,4600,105
阜成门外大街,西城,月坛,3室1厅,东/西,38.5,10500,272
牛街东里,西城,牛街,2室1厅,西北,40.5,9800,241
木樨地南里1号院,西城,木樨地,2室1厅,东南,80.0,12000,150
平原里小区,西城,牛街,1室1厅,东/西,49.5,5500,111
德胜置业,西城,六铺炕,3室1厅,北,68.0,17000,250
未来家园,西城,右安门内,2室1厅,东,64.0,10000,156
德胜里二区,西城,德胜门,1室1厅,南,33.5,12500,373
木樨地南里1号院,西城,木樨地,2室1厅,西北,40.0,8000,200
南运巷,西城,白纸坊,2室1厅,东/西,34.5,5700,165
新风北里,西城,马甸,1室1厅,南,61.5,6300,102
信和嘉园,西城,马连道,1室0厅,北,23.5,5800,246
柳巷15号院,西城,官园,3室1厅,南/北,76.0,13900,182
阳光丽景,西城,马甸,1室1厅,北,68.0,11000,161
格调小区,西城,马连道,1室1厅,北,31.0,6000,193
车站东街15号院,西城,天宁寺,2室1厅,南/北,55.0,6300,114
侨办大院,西城,阜成门,2室1厅,南/西,59.5,13800,231
三里河二区,西城,月坛,3室1厅,,66.0,11000,166
丰侨公寓,西城,金融街,1室1厅,西/北,47.0,11700,248
恒华国际商务中心,西城,月坛,1室1厅,北,27.5,8600,312
常青藤嘉园,西城,马连道,1室1厅,南,77.0,7000,90
槐柏树街,西城,长椿街,4室2厅,南/北,115.0,45000,391
双槐里,西城,牛街,1室1厅,南,23.5,5200,221
真武庙,西城,木樨地,3室1厅,东/西,56.5,10000,176
荣丰2008,西城,广安门,1室0厅,北,59.0,3800,64
东领鉴筑,朝阳,定福庄,2室1厅,南/北,52.5,7300,139
远洋自然,丰台,大红门,1室0厅,东,55.0,5300,96
万福家园,通州,北关,1室1厅,南,55.0,3000,54
东南小区,海淀,中关村,2室1厅,南,64.5,8200,127
鑫兆雅园北区,丰台,刘家窑,2室1厅,南/北,76.5,7900,103
星源国际,朝阳,望京,1室0厅,东,53.0,6000,113
世嘉光织谷西区,怀柔,怀柔,2室2厅,南/北,46.5,2600,55
东亚印象台湖,通州,通州其它,2室1厅,南/北,71.0,3600,50
东领鉴筑,朝阳,定福庄,2室1厅,南/北,52.5,7300,139
远洋自然,丰台,大红门,1室0厅,东,55.0,5300,96
万福家园,通州,北关,1室1厅,南,55.0,3000,54
东南小区,海淀,中关村,2室1厅,南,64.5,8200,127
鑫兆雅园北区,丰台,刘家窑,2室1厅,南/北,76.5,7900,103
星源国际,朝阳,望京,1室0厅,东,53.0,6000,113
世嘉光织谷西区,怀柔,怀柔,2室2厅,南/北,46.5,2600,55
东亚印象台湖,通州,通州其它,2室1厅,南/北,71.0,3600,50
新海北里,通州,马驹桥,2室1厅,南/北,51.0,3300,64
新华联家园北区,通州,果园,3室1厅,南/北,39.0,6000,153
长城国际,通州,通州北苑,1室1厅,西,26.5,4000,150
合生世界村,通州,马驹桥,2室1厅,南,48.5,4200,86
尚东庭,通州,潞苑,5室2厅,南/北,109.5,15000,136
新翠景园,通州,九棵树(家乐福),2室1厅,南/北,55.0,4000,72
世界侨商中心,通州,北关,2房间,西,49.0,6300,128
金地格林格林,通州,北关,3室1厅,,63.5,4600,72
百合湾西区,通州,武夷花园,3房间,南,54.0,4700,87
京贸国际城,通州,武夷花园,2室1厅,西北,42.5,5600,131
华远铭悦雅园,通州,临河里,1室1厅,南,40.5,3200,79
京贸国际公馆,通州,九棵树(家乐福),3室1厅,南/北,46.0,6600,143
百合湾西区,通州,武夷花园,2房间,东,18.5,3700,200
旭辉御锦,通州,通州其它,4室2厅,南/北,169.0,17000,100
西上园老三区,通州,武夷花园,3室2厅,南/北,58.0,4300,74
方恒东景,通州,临河里,2室1厅,南/北,52.0,4900,94
加华印象街,通州,武夷花园,3室2厅,南/北,93.0,6300,67
瑞都公园世家南区,通州,临河里,3室2厅,南/北,64.5,7100,110
泰禾1号街区,通州,通州其它,4房间,东北,35.0,5900,168
白庙新村,通州,通州其它,3室1厅,南/北,51.5,2500,48
华业东方玫瑰A区,通州,临河里,1室1厅,南,65.5,4000,61
东亚逸品阁,通州,潞苑,4室1厅,,94.0,6300,67
尚东庭,通州,潞苑,4室2厅,南/北,104.0,15000,144
农行家属院,通州,武夷花园,2室1厅,南/北,32.0,3600,112
桃花岛,通州,梨园,2室1厅,南/北,77.5,3500,45
站前巴黎,通州,梨园,2室1厅,南/北,87.0,3800,43
鼎晟国际,通州,万达,1室0厅,北,25.5,3600,141
时尚街区西区,通州,梨园,2室1厅,东北,32.5,4000,123
欣艺景园,通州,玉桥,2室1厅,南/北,58.0,4600,79
世界侨商中心,通州,北关,1室0厅,北,21.0,3500,166
泰禾拾景园,昌平,南邵,5室3厅,南/北,165.0,18000,109
天通西苑一区,昌平,天通苑,4室1厅,南/北,93.5,14000,149
上奥世纪中心,昌平,西三旗,1房间,西,85.0,8000,94
首开国风美唐二期,昌平,回龙观,3室1厅,南/北,48.0,8100,168
金科廊桥水岸,昌平,南邵,4室1厅,南/北,100.0,8500,85
东二旗新村,昌平,北七家,2室1厅,南,71.5,4500,62
雅馨家园,昌平,鼓楼大街,1室1厅,东/西,34.0,5500,161
莲花池东路9号院,海淀,军博,2室1厅,西,81.5,8500,104
北三环中路40号院,海淀,小西天,4室1厅,南/北,81.0,30000,370
远大园四区,海淀,世纪城,3室2厅,南/北,100.5,18800,187
软件园小区,海淀,中关村,2室1厅,南/北,44.5,7800,175
王府温馨公寓,昌平,北七家,3室2厅,,74.0,6000,81
中海丽春湖墅,昌平,沙河,3室1厅,南/北,45.0,6200,137
龙湖滟澜新宸西区,昌平,沙河,6室6厅,南,141.5,21000,148
天通苑北一区,昌平,天通苑,4室2厅,东,108.0,8900,82
香江别墅一期,昌平,昌平其它,6室3厅,南/北,156.0,26000,166
云趣园一区,昌平,回龙观,2室1厅,南/北,42.0,5500,130
招商嘉铭珑原,昌平,奥林匹克公园,4室2厅,南/北,97.0,16800,173
新龙大厦,昌平,西三旗,1房间,西,33.0,4500,136
金科帕提欧,昌平,昌平其它,2房间,东/西,15.5,2300,148
龙兴园中区,昌平,回龙观,2室1厅,南/北,43.0,5800,134
金榜园,昌平,西三旗,3室1厅,南/北,70.0,9000,128
富泉花园,昌平,东关,5室2厅,南/北,174.5,15800,90
新龙大厦,昌平,西三旗,1房间,西,49.5,4300,86
龙锦苑一区,昌平,回龙观,3室1厅,南/北,94.0,6200,65
西醋房胡同,昌平,鼓楼大街,2室1厅,南/北,88.5,3200,36
中国铁建尚城汇,昌平,南邵,4房间,西,60.5,4500,74
流星花园二区,昌平,回龙观,2室1厅,南/北,51.0,5800,113
京科苑,昌平,东关,4室2厅,南/北,148.0,9500,64
琥珀天地,昌平,回龙观,1房间,南,60.5,6500,107
翡翠公园四期,昌平,北七家,3室1厅,南/北,78.0,8400,107
慧华苑,昌平,回龙观,2室1厅,南/北,78.0,5800,74
碧水庄园,昌平,沙河,5室2厅,南/北,148.5,40000,269
天通苑东三区,昌平,天通苑,2室1厅,南/北,88.5,4900,55
金隅山墅,海淀,玉泉路,4室2厅,南/北,113.0,30000,265
怡秀园小区,海淀,万柳,3室1厅,东南,49.5,13000,262
北京理工大学家属区,海淀,魏公村,2室1厅,南,67.0,11000,164
橡树湾三期,海淀,清河,5室2厅,南/北,83.0,24000,289
御墅临枫锦园一区,海淀,西山,6室4厅,南/北,200.0,46000,230
西山壹号院北区,海淀,西北旺,4室2厅,南/北,217.0,50000,230
育新花园,海淀,西三旗,1室1厅,南,59.0,4500,76
马连洼北路1号院,海淀,上地,2室1厅,南,49.0,6000,122
庚坊国际,海淀,北太平庄,1室1厅,南,32.5,7200,221
羊坊店路3号院,海淀,军博,2室1厅,东/西,30.0,7800,260
会城门小区,海淀,军博,2室1厅,东,78.0,7600,97
景王坟,海淀,甘家口,2室1厅,西南,52.5,7000,133
颐东苑,海淀,颐和园,2室1厅,南/北,30.0,9200,306
农科院,海淀,皂君庙,2室1厅,南/西,63.5,11200,176
静淑苑,海淀,学院路,2室1厅,,53.5,7200,134
铁路小区,海淀,六里桥,2室1厅,东/西,31.0,5600,180
中关村发育所,海淀,中关村,2室1厅,南/北,59.5,7800,131
万泉新新家园,海淀,万柳,1室1厅,东,47.0,8300,176
曙光花园,海淀,四季青,3室2厅,东南,105.0,19000,180
稻香园西里,海淀,苏州桥,2室1厅,南/北,43.5,8200,188
西山壹号院北区,海淀,西北旺,4室2厅,南/北,140.0,32000,228
西山壹号院南区,海淀,西北旺,5室3厅,南/北,168.0,45000,267
西钓鱼台嘉园,海淀,定慧寺,3室2厅,,117.0,25000,213
海淀幸福里,海淀,海淀北部新区,3室2厅,南/北,49.0,8800,179
长银大厦,海淀,五棵松,1室0厅,,43.0,12000,279
莲熙嘉园,海淀,公主坟,2室1厅,南,33.5,6500,194
熙兆大厦,大兴,天宫院,2房间,西,46.0,3000,65
黄村西里,大兴,黄村中,2室1厅,南,25.0,3300,132
同华园,大兴,西红门,3室2厅,南/北,83.0,5500,66
九龙山庄东区,大兴,西红门,4室2厅,南/北,62.5,5800,92
一品嘉园,大兴,南中轴机场商务区,1室1厅,西,41.0,2000,48
旭辉御府,大兴,高米店,3室2厅,南/北,86.5,11000,127
小康家园,大兴,亦庄,3室1厅,南/北,51.5,5300,102
枣园尚城北区,大兴,枣园,2室1厅,南,41.0,4600,112
东亚五环国际,大兴,旧宫,1房间,西,20.0,3200,160
林校北里,大兴,黄村火车站,2室1厅,南/北,41.5,3800,91
龙湖时代天街,大兴,天宫院,2室1厅,东/西,88.0,4500,51
珺悦国际,大兴,天宫院,4房间,南/北,103.0,7600,73
瀛海家园和园B区,大兴,瀛海,1室1厅,南/北,29.5,3300,111
美利国际,大兴,旧宫,3房间,东,62.0,4000,64
康盛园,大兴,高米店,2室1厅,南/北,41.0,4000,97
旧宫新苑南区,大兴,旧宫,1室1厅,南/北,31.0,4200,135
新源时代,大兴,天宫院,2室1厅,南,39.5,4400,111
滨河西里北区,大兴,枣园,3室1厅,,92.0,4600,50
富强东里,大兴,黄村中,2室1厅,南/北,31.0,3500,112
郁花园一里,大兴,高米店,1室1厅,南,23.0,3900,169
盛嘉华苑,大兴,枣园,2室1厅,南/北,47.5,3700,77
德茂小区,大兴,瀛海,2室1厅,南/北,77.5,4500,58
恒大未来城,大兴,义和庄,2室1厅,南/北,27.0,4200,155
月桂庄园,大兴,西红门,4室2厅,南/北,93.0,10000,107
佟馨家园A区,大兴,义和庄,1室1厅,南,25.0,3200,128
金色漫香郡南区,大兴,南中轴机场商务区,2室1厅,南/北,45.0,3200,71
大兴金茂悦,大兴,大兴其它,3室1厅,南/北,44.0,3000,68
蓝桥驿苑,大兴,南中轴机场商务区,1室1厅,南/北,27.5,2100,76
辛店小区,大兴,观音寺,3室1厅,东/西,51.5,3100,60
美利新世界,大兴,旧宫,3室2厅,南/北,70.0,7500,107
东领鉴筑,朝阳,定福庄,2室1厅,南/北,52.5,7300,139
远洋自然,丰台,大红门,1室0厅,东,55.0,5300,96
万福家园,通州,北关,1室1厅,南,55.0,3000,54
东南小区,海淀,中关村,2室1厅,南,64.5,8200,127
鑫兆雅园北区,丰台,刘家窑,2室1厅,南/北,76.5,7900,103
星源国际,朝阳,望京,1室0厅,东,53.0,6000,113
世嘉光织谷西区,怀柔,怀柔,2室2厅,南/北,46.5,2600,55
东亚印象台湖,通州,通州其它,2室1厅,南/北,71.0,3600,50
新于庄园,顺义,后沙峪,2室1厅,南/北,40.5,4300,106
江山赋,顺义,后沙峪,2室3厅,南/北,82.0,14700,179
路劲御和府,顺义,顺义其它,2室1厅,南/北,34.0,3000,88
香悦四季,顺义,马坡,6室3厅,南/北,75.0,12000,160
顺悦家园,顺义,马坡,2室1厅,南,39.0,3500,89
港馨家园东区,顺义,顺义城,3室2厅,南/北,42.5,3600,84
建新南区,顺义,顺义城,1室1厅,南,22.0,3200,145
樱花园六区,顺义,李桥,3室1厅,南/北,54.0,3600,66
龙湖香醍漫步一区,顺义,马坡,2室1厅,东南,72.0,3800,52
金茂北京国际社区,顺义,顺义其它,2室1厅,南/北,35.5,3900,109
誉天下,顺义,中央别墅区,4室2厅,南/北,163.5,25000,152
IDCITY艾迪城,顺义,后沙峪,2房间,北,22.5,5200,231
双兴南区,顺义,顺义城,2室1厅,南/北,35.5,3000,84
双兴南区,顺义,顺义城,3室1厅,南,79.0,5000,63
万科天竺悦城,顺义,中央别墅区,3室1厅,南/北,60.0,13000,216
观承别墅·大家,顺义,后沙峪,4室3厅,南/西,150.0,30000,200
馨港庄园三区,顺义,李桥,2室1厅,南/北,44.5,3500,78
丽京花园,顺义,中央别墅区,5室3厅,,162.0,60000,370
万科城市花园,顺义,后沙峪,4室2厅,南/北,160.5,16000,99
智地香蜜湾,顺义,后沙峪,4房间,南,37.0,6200,167
万科天竺悦城,顺义,中央别墅区,3室1厅,南/北,60.0,14000,233
IDCITY艾迪城,顺义,后沙峪,3房间,东,32.0,6000,187
IDCITY艾迪城,顺义,后沙峪,2房间,北,23.0,5800,252
江山赋,顺义,后沙峪,2室1厅,南/北,48.5,7600,156
京奥港枫泉花园,顺义,中央别墅区,2室1厅,南/北,36.5,5200,142
中粮祥云国际生活区,顺义,后沙峪,4室2厅,,251.0,60000,239
三山新新家园,顺义,后沙峪,3室2厅,南/北,66.0,5600,84
悦君家园,顺义,顺义城,4房间,南,65.0,4100,63
北京城建北京合院,顺义,顺义其它,4室6厅,南/北,180.0,33000,183
沙坨宜家家园,顺义,顺义城,2室1厅,南/北,40.0,2500,62
东领鉴筑,朝阳,定福庄,2室1厅,南/北,52.5,7300,139
远洋自然,丰台,大红门,1室0厅,东,55.0,5300,96
万福家园,通州,北关,1室1厅,南,55.0,3000,54
东南小区,海淀,中关村,2室1厅,南,64.5,8200,127
鑫兆雅园北区,丰台,刘家窑,2室1厅,南/北,76.5,7900,103
星源国际,朝阳,望京,1室0厅,东,53.0,6000,113
世嘉光织谷西区,怀柔,怀柔,2室2厅,南/北,46.5,2600,55
东亚印象台湖,通州,通州其它,2室1厅,南/北,71.0,3600,50
东领鉴筑,朝阳,定福庄,2室1厅,南/北,52.5,7300,139
远洋自然,丰台,大红门,1室0厅,东,55.0,5300,96
万福家园,通州,北关,1室1厅,南,55.0,3000,54
东南小区,海淀,中关村,2室1厅,南,64.5,8200,127
鑫兆雅园北区,丰台,刘家窑,2室1厅,南/北,76.5,7900,103
星源国际,朝阳,望京,1室0厅,东,53.0,6000,113
世嘉光织谷西区,怀柔,怀柔,2室2厅,南/北,46.5,2600,55
东亚印象台湖,通州,通州其它,2室1厅,南/北,71.0,3600,50
东领鉴筑,朝阳,定福庄,2室1厅,南/北,52.5,7300,139
远洋自然,丰台,大红门,1室0厅,东,55.0,5300,96
万福家园,通州,北关,1室1厅,南,55.0,3000,54
东南小区,海淀,中关村,2室1厅,南,64.5,8200,127
鑫兆雅园北区,丰台,刘家窑,2室1厅,南/北,76.5,7900,103
星源国际,朝阳,望京,1室0厅,东,53.0,6000,113
世嘉光织谷西区,怀柔,怀柔,2室2厅,南/北,46.5,2600,55
东亚印象台湖,通州,通州其它,2室1厅,南/北,71.0,3600,50
逸成东苑,海淀,学院路,3室2厅,南/北,78.0,16288,208
逸成东苑,海淀,学院路,3室1厅,东南,77.5,8500,109
福美苑,海淀,清河,2室1厅,南,41.5,7200,173
Wehouse,海淀,四季青,5室2厅,南/北,450.0,109800,244
绿波漫板,海淀,四季青,4室2厅,南/北,89.0,24000,269
阳春光华家园,海淀,万柳,4室2厅,东南,133.5,30000,224
动街区,海淀,西三旗,2室1厅,东,95.5,6000,62
天作国际中心,海淀,皂君庙,1室0厅,北,51.5,7200,139
美丽星苑,海淀,四季青,2室1厅,南,75.0,7500,100
唐家岭新城,海淀,海淀北部新区,2室1厅,南/北,40.0,7200,180
柳浪家园南里,海淀,马连洼,1室1厅,南,23.5,6000,255
树村丽景苑,海淀,马连洼,3室1厅,南/北,42.0,8700,207
半壁街南路1号院,海淀,紫竹桥,1室1厅,南/北,19.5,6300,323
双紫小区,海淀,紫竹桥,1室1厅,东,30.0,6000,200
学院路甲9号院,海淀,五道口,1室1厅,南,42.0,6500,154
交大东路31号院,海淀,西直门,2室0厅,南,24.0,7000,291
辉煌国际,海淀,上地,4房间,南/北,59.5,8000,134
育新花园,海淀,西三旗,2室1厅,东南,75.5,6300,83
秋露园,海淀,西北旺,2室1厅,南/北,38.0,7000,184
SOCO公社,海淀,西三旗,1房间,西,21.5,4000,186
蜂鸟家园,海淀,万柳,1室0厅,北,59.5,6500,109
西三环北路76号院,海淀,甘家口,1室1厅,南,63.0,6000,95
清上园,海淀,安宁庄,1室0厅,南,23.5,5100,217
清枫华景园,海淀,学院路,1室1厅,西,36.0,7300,202
八家嘉园,海淀,学院路,1室1厅,南,27.0,7000,259
科委宿舍,海淀,定慧寺,3室1厅,南/北,34.0,9200,270
定慧西里,海淀,定慧寺,2室1厅,南,75.5,7200,95
领秀新硅谷2号院,海淀,西二旗,4室2厅,南/北,106.0,19500,183
定慧西里,海淀,定慧寺,3室1厅,南/北,80.5,9500,118
唐家岭新城,海淀,海淀北部新区,2室1厅,南/北,40.0,6800,170
东领鉴筑,朝阳,定福庄,2室1厅,南/北,52.5,7300,139
远洋自然,丰台,大红门,1室0厅,东,55.0,5300,96
万福家园,通州,北关,1室1厅,南,55.0,3000,54
东南小区,海淀,中关村,2室1厅,南,64.5,8200,127
鑫兆雅园北区,丰台,刘家窑,2室1厅,南/北,76.5,7900,103
星源国际,朝阳,望京,1室0厅,东,53.0,6000,113
世嘉光织谷西区,怀柔,怀柔,2室2厅,南/北,46.5,2600,55
东亚印象台湖,通州,通州其它,2室1厅,南/北,71.0,3600,50
东领鉴筑,朝阳,定福庄,2室1厅,南/北,52.5,7300,139
远洋自然,丰台,大红门,1室0厅,东,55.0,5300,96
万福家园,通州,北关,1室1厅,南,55.0,3000,54
东南小区,海淀,中关村,2室1厅,南,64.5,8200,127
鑫兆雅园北区,丰台,刘家窑,2室1厅,南/北,76.5,7900,103
星源国际,朝阳,望京,1室0厅,东,53.0,6000,113
世嘉光织谷西区,怀柔,怀柔,2室2厅,南/北,46.5,2600,55
东亚印象台湖,通州,通州其它,2室1厅,南/北,71.0,3600,50
东领鉴筑,朝阳,定福庄,2室1厅,南/北,52.5,7300,139
远洋自然,丰台,大红门,1室0厅,东,55.0,5300,96
万福家园,通州,北关,1室1厅,南,55.0,3000,54
东南小区,海淀,中关村,2室1厅,南,64.5,8200,127
鑫兆雅园北区,丰台,刘家窑,2室1厅,南/北,76.5,7900,103
星源国际,朝阳,望京,1室0厅,东,53.0,6000,113
世嘉光织谷西区,怀柔,怀柔,2室2厅,南/北,46.5,2600,55
东亚印象台湖,通州,通州其它,2室1厅,南/北,71.0,3600,50
融科橄榄城二期,朝阳,望京,2室1厅,南,52.5,14830,282
